id,soldier_id,company_id,decoration_id,gazetteIssue,gazettePage,gazetteDate,citation,notes,country_id
11486,7911,,83,62525,86,2019-01-08,"Capt. F S Kyriakou, MBE, AGC )RMP 24795859.",,,
11487,51659,,75,60543,11990,2013-06-13,,,,
11488,51660,,75,60543,11911,2013-06-18,,,,
11489,51661,,103,54893,10463,1997-09-16,Serving with Royal Engineers (V).,,,
11490,51661,,102,62525,87,2019-01-08,Serving with RMP (V).,,,
11491,51248,,79,62552,1877,2019-02-05,Capt. P J D Ellis AGC (RMP) 30063902.,,,
11492,51662,,75,60924,17,2014-07-08,Cpl AGC (SPS).,,,
11493,51662,,79,62552,1877,2019-02-05,"Sgt. M E Lillas, AGC (RMP) 24915465..",,,
11494,51663,,75,62552,1877,2109-02-05,S/Sgt J C Bennett AGC (RMP) 24383226.,,,
11495,51664,,52,62558,2362,2019-02-12,,,,
11496,51665,,52,62558,2362,2019-02-12,,,,
11497,51666,,75,60924,13281,2014-07-08,,,,
11498,51667,,52,62558,2362,2019-02-12,,,,
11499,51668,,52,62558,2362,2019-02-12,,,,
11500,51669,,52,62558,2362,2019-02-12,,,,
11501,51670,,52,62558,2363,2019-02-12,,,,
11502,51671,,52,62558,2363,2019-02-12,,,,
11503,6310,,19,62571,3333,2019-02-28,WO I.,,,
11504,6359,,19,62571,3333,2019-02-28,WO I.,,,
11505,3771,,82,62577,3814,2019-03-05,WO I.,,,
11506,51672,,52,62577,3816,2019-03-05,,,,
11507,51673,,52,62577,3819,2019-03-05,,,,
11508,51674,,52,62617,6977,2019-04-16,,,,
11509,51675,,52,62617,6977,2019-04-16,,,,
11510,51676,,52,62617,6978,2019-04-16,,,,
11511,51677,,52,62617,6978,2019-04-14,,,,
11512,51678,,52,62642,8589,2019-05-14,Maj. R A Bass AGC (RMP) 556496.,,,
11513,51679,,52,62642,8589,2019-05-14,Sgt. D W Clark AGC (RMP) 25182671.,,,
11514,51680,,52,62642,8590,2019-05-14,S/Sgt M J Davies AGC (RMP) 25182828.,,,
11515,51681,,52,62642,8591,2019-05-14,Maj. C J Ingham.,,,
11516,51682,,52,62642,8592,2019-05-14,Sgt. L D Langton.,,,
11517,51683,,52,62642,8594,2019-05-14,Sgt. P J Scholes AGC (RMP) 25180888.,,,
11518,51684,,52,62642,8594,2019-05-14,S/Sgt L W Smith AGC (RMP) 25184139.,,,
11519,51685,,52,62642,8594,2019-05-14,Cpl M L Stocks.,,,
11520,51686,,52,62642,8585,2019-05-14,Sgt. P S Whittle AGC (RMP) 25180884.,,,
11521,3573,,83,62642,8595,2019-05-14,S/Sgt. G Lister AGC (RMP) 24521618.,,,
11524,3221,,119,62662,9897,2019-06-04,Sgt.,,,
11525,3335,,159,62662,9897,2019-06-04,Lt Col.,,,
11526,30934,,79,62662,9897,2019-06-04,,,,
11527,3384,,5,62666,B7,2019-06-08,WO I. Marc Thompson AGC (RMP) 24968333.,,,
11528,51688,,5,62666,B7,2019-06-08,"WO2 Donna Longhurst, AGC (RMP)W1044836.",,,
11529,51689,,52,62679,10352,2019-06-11,Maj. M C Hall  AGC (RMP) 552381.,,,
11530,51690,,52,62679,10353,2019-06-11,,,,
11531,51691,,52,62679,10353,2019-06-11,,,,
11532,51692,,52,62679,10353,2019-06-11,,,,
11533,51693,,52,62679,10353,2019-06-11,,,,
11534,51694,,52,62679,10354,2019-06-11,,,,
11535,51695,,52,62706,12173,2019-07-09,,,,
11536,51696,,52,62706,12173,2019-07-09,,,,
11537,51697,,52,62738,14450,2019-08-13,,,,
11538,51698,,52,62738,14450,2019-08-13,,,,
11539,51699,,52,62738,14450,2019-08-13,,,,
11540,51700,,75,62738,14453,2019-08-13,"Lt/Col D R Bradley, AGC RMP 559890.",,,
11541,51701,,52,62762,16149,2019-09-10,,,,
11542,51702,,52,62762,16149,2019-09-10,,,,
11543,51703,,52,62762,16150,2019-09-10,,,,
11544,51704,,52,62762,16150,2019-09-10,,,,
11545,51705,,52,62797,18448,2019-10-15,Maj. C M L Robson AGC (RMP) 560956.,,,
11546,3599,,119,62817,19881,2019-11-05,WO II.,,,
11547,3769,,83,62817,19881,2019-11-05,,,,
11548,51706,,75,62817,19882,2019-11-05,,,,
11549,51707,,52,62824,20387,2019-11-12,,,,
11551,51709,,52,62824,20387,2019-11-12,,,,
11552,51710,,52,62824,20388,2019-11-12,,,,
11553,51711,,52,62824,20388,2019-11-12,,,,
11554,51712,,52,62824,20389,2019-11-12,,,,
11555,51713,,52,62850,22298,2019-12-10,,,,
11556,51714,,52,62850,22298,2019-12-10,,,,
11557,51715,,52,62850,22298,2019-12-10,,,,
11558,51716,,52,62850,22299,2019-12-10,,,,
11559,51717,,52,62850,22299,2019-12-10,,,,
11560,51718,,52,62850,22299,2019-12-10,,,,
11561,26013,,2,37184,3730,1945-07-17,"Italy.   King's Regiment Lt F R Swinnerton, (284020).",,,
11562,26014,,2,37184,3730,1945-07-17,"Italy.   King's, Lt F R Swinnerton (284020).",,,
11564,52139,,44,38889,1937,1950-04-21,"South Staffordshire Regiment,   Capt M P Hopkins (70876).",,,
11565,52265,,6,38628,2819,1949-06-09,King's Birthday Honours.,,,
11566,1229,,118,MPC/122,,1919-01-03,"No. B 87796.   Enlisted 4/6/1915, discharged 14/12/1918, WO letter 60/B/Medical Branch 392 (xvia) AG10, 19/12/1918.   Age 40.  Served abroad.",,,
11567,52343,,62,3533,6357,1941-11-04,For services in the Middle East serving with Yeomanry.   Capt (Temp Maj) Basil john ringrose (38059) Royal Armoured Corps (Yeomanry).,,,
11568,52343,,165,38620,2607,1949-05-27,"Decoration conferred by His Majesty The Emperor of Ethiopia.
Lt/Col (temp) Basil Jon Ringrose, DSO. TD, (38059), The Nottinghamshire Yeomanry, Royal Armoured Corps.",,,
11569,52343,,44,36337,392,1944-01-20,"Nottinghamshire Yeomanry.  Maj (T/Lt/Col) B J Ringrose, DSO, (38059).",,,
11570,52346,,2,37730,4729,1946-09-19,Burma.,,,
11571,52347,,2,37730,4731,1946-09-19,Burma.,,,
11572,52348,,73,37964,2383,1947-05-27,"General List.   Corps of Royal Military Police,  Capt (Hon Maj) J Galloway (56127)",,,
11573,2419,,3,36828,5611,1944-12-05,"Lt (temporary Captain, (acting Major) Douglas Edward Redsull (EC 442) 12 Frontier Force Regiment, Indian Army.   Italy.",,,
11574,52386,,73,39229,2744,1951-05-18,RA.   Lt (Hon Capt) F Bell (321643).,,,
11575,2632,,44,38530,629,1949-02-04,"Royal Army Service Corps.   Maj R W Cairns, MBE. (62360)",,,
11576,52435,,44,39955,4805,1953-09-08,RUR.  Maj M B Gentleman (149422),,,
11577,52500,,5,37172,3590,1945-07-12,"Citation for MBE. Maj Wilfred George Lloyd, APM 3 Canadian Division, Canadian Pro Corps.
Citation;   By reason of the initiative, leadership and organising ability of Major Wilfred George Lloyd, Assistant Provost Marshal, provost resources with the Third Canadian Infantry Division have at all times met the exceedingly heavy demands placed upon them.   This has been most evident during the periods of active operations when traffic control on operational routes and the handling of prisoners of war have stretched provost resources to the limit.
  On every occasion involving a move of this formation, Major Lloyd has personally gone to the forward areas to ensure that traffic moved in accordance with the plan.   Many times under enemy shell fire, the presence of Major Lloyd, his coolness, fine soldierly example and ability to overcome obstacles, no matter how dangerous the situation, have been the main factor in keeping the traffic moving forward unimpeded.
     As a disciplinarian Major Lloyd has imbued all ranks with the high standard which he himself has set.   The excellent standard of discipline, deportment and esprit de corps among Provost personnel in this formation are the direct result of the insistence at all times by Maj Lloyd that all ranks not only do their job well but also under any and all conditions.
     As a soldier and leader of men Major Wilfred George Lloyd has, by his ceaseless efforts, achieved an unrivalled reputation.  
Recommended by Maj W N Wickwire, DAAG, 3 Canadian Div, Maj Gen D G Spry, GOC 3 Can Inf Div, Lt Gen G G Simonds, Comd 2 Canadian Corps.",,,
11578,52133,,44,40374,81,1955-01-04,Corps of Royal Military Police.   Lt W T Lawton (75866).,,,
11579,52563,,56,38117,5243,1947-11-07,The following Officers are awarded the Efficiency Medal (Territorial 1st Clasp) Lt (now T Maj) C R Ashworth (92681) Royal Artillery.,,,
11580,52563,,44,38889,1931,1950-04-21,Capt C R Ashworth (92681) Royal Artillery.,,,
11581,52591,,1,36636,3604,1944-08-03,"No. 6343588 Warrant Officer Class II (Company Sergeant Major) Douglas Harry Mott, The Queen's Own Royal West Kent Regiment (Walmer, Kent).
MM Citation.   8 Indian Division, 21 Indian Inf Bde, 13 Corps, 5 Royal West Kent Regiment. WS/WOII (CSM) 6343588 Mott Douglas Harry.
On 24th April, 1944 one post in CASSINO Station area received a direct hit, causing nineteen casualties.   CSM Mott, leaving Coy HQ under direct observation, went to this post, restored order and calm, organised an emergency dressing station and conducted wounded to and from it several times.   Throughout this period enemy shelling continued to harass the party.
CSM Mot, by his example and complete indifference to the shelling and his own personal safety inspired all and enabled the evacuation of wounded to be carried out without further loss.
Recomended by Lt Col Cmdg 5 RWK, Brig B S Mould, Comd 21 Ind Inf Bde, Maj Gen Comd 8 Indian Div, Lt Gen Comd 13 Corps, General H R Alexander C in C Allied Central Med Force.   WO 373/7.",,,
11582,52598,,1,37442,642,1946-01-24,"North West Europe.   No. 905588 Bombardier Robert Sherville, Royal Regiment of Artillery (Castle Douglas).
Citation:   52 (Lowland) Division, 79 Field Regiment RA. 905588 Bombadier Sherville, Robert.
    Bdr Sherville has been through the whole period of active service of the Regiment.   He has been in every action in charge of his Battery Commanders party.   His work has been exemplary and his leadership under fire most noteworthy.   His efficiency as a wireless operator has many times saved a critical situation and it was largely through his tireless efforts that the Battalions, with whom he worked, received such effective artillery support.   His cheerfulness and devotion to duty is worthy of the highest praise.
Recommended by: Lt/Col RA Comdg 79 Fd Regt., RA, Brig. CRA. 52 Div. Maj/Gen. Commander 52 (Lowland) Div. Lt/Gen Commander 30 Corps.",,,
11583,52622,,3,36232,4847,1943-11-04,"Sicily.   Captain Desmond Victor Wakely Wakely (63606), the Dorsetshire Regiment (Malta).",,,
11584,52669,,44,39811,1790,1953-03-31,Welch.   Capt K C Carpenter (132422).,,,
11585,52671,,4,35120,1869,1941-04-01,"No. 31883 Sergeant Henry Frederick Hutchinson, Royal Armoured Corps (Hussars).   Middle East 8/1939 to 11/1940.",,,
11586,52671,,166,,,,"Bar to Distinguished Conduct Medal.  Middle East.    No. 318883 Sergeant Henry Frederick Hutchinson, DCM, Royal Armoured Corps (Hussars) (Salisbury).",,,
11587,25644,PALESTINE COMMAND PRO COY,114,Medal Roll WO 100/501,260,1940-01-24,Clasp: Palestine 1936 - 1939.,,,
11588,25644,102 PRO COY,1,LG 34599,1372,1942-03-26,"Middle East.  Escape & Evasion.
204 Pro Coy. CMP.  406689 WS/Sgt. Robert Armstrong.
Citation:   Sgt. Armstrong escaped from the P/W cage at BERLA BARRACKS near BENGASI on the 4th December at 1900 hours, with L/Cpl, CAIRD, 2/ Camerons and Dvr. MURRAY.   Escape was prepared by cutting the wire on the 3rd - all except the last two strands - making a final getaway during the changing of the guard on the 4th.
     The three had mad several individual attempts to escape previously, Sgt. ARMSTRONG getting as far as MECHILIi on one occasion.   They had also prepared an escape jointly by digging a hole through the wall.   They were betrayed though and the German military police came in, found the hole and, after a search, all their stores of food.   They has saved up 5 tins of sardines, some tongue, a small quantity of rice and macaroni, one Italian loaf, 2 tins of cheese and 5 water bottles.
     When they escaped eventually, they walked right through the barracks, waited for the moon to come up and started off S.W of BENINA, walking past REGIMA towards TECNIS.   On the 12/12/1941 they met and Arab between MARUA and SLONTA, who was a great help to them and guided them on their journey.   At this point they want South of MECHILI and were finally picked up by troops of the 7th Armd. Division south of BOMBA at 1400 hours on the 16/12/1941.
     Half-way on their journey they had a most tremendous stroke of luck in finding a miniature ration store containing bully beef and other foot stuffs, obviously left behind by us in our retirement.
     During the whole of the journey they themselves saw no signs of movement and no new tracks, but the Arabs informed them that guns and armoured cars were going westwards towards BENGHASI.
     While in BENGHASIi the men worked in food stores, docks, etc.   They were detailed every day for different jobs.   On the 27th November, Armstrong worked in the docks at unloading a sinking ship.   When they left conditions were chaotic.   They had been shut up for 5 days, no work had been done and Germans and Italians obviously did not know what do with the prisoners.
     It was cue to the great courage and unflagging determination of this NCO. was able successfully to escape with this two companions in the face of many hardships and handicaps.   They were also observant on their journey and brought back useful information.
Recommended by Brigadier J Shearer, DMI.
     ",,,
11589,52701,,5,38505,122,1949-01-07,"Capt (temporary) Thomas Keen (281334), Intelligence Corps.   Palestine 27/3/1946 to 26/9/1946.",,,
11590,52701,,50,39542,2653,1952-05-16,"Capt (Temp Maj) William Thomas Keen, MBE (281334) Intelligence Corps.",,,
11591,52701,,114,WO 100/542,3,1948-04-14,"Clasp ""Palestine 1946-1948.   T/Capt, 257 Field Security Section, Intelligence Corps.",,,
11592,2162,,168,40374,78,1955-01-04,"Royal Corps of Signals.   Maj H G Loadsman, ERD. (626960",,,
11593,52766,,1,36961,1181,1945-03-01,"Awarded as 14337552 Cpl Roy William Thomas Love, 7 Somerset Light Infantry.   North West Europe.
Citation:   7 Somerset Light Infantry, 43 Wessex Division, 30 Corps.
     On 9 Aug 44, in the attack on Hau AU RoI 8342, Cpl. LOVE's section was leading his platoon when the Coy came under heavy machine gun fire.   The Platoon Comd. was wounded.   Cpl LOVE attended to his wounds, arranged for fire support from a tank and the led his section up a hedge row in which the enemy were.   Throughout he showed marked coolness and daring and contributed in no small way to the elimination of the enemy.
Recommended by: Lt/Col. J W Nicol CO 7 Somerset Light Infantry.   Brig. 214 Inf Bde, Maj/Gen 43 Div, Lt/Gen. 30 Corps.",,,
11594,52477,,73,37814,6061,1946-12-12,Royal Artillery.   Lt (Hon Capt) W B Hammond (87027).,,,
11595,52477,,76,38889,1925,1950-04-21,Royal Artillery.   Capt W B Hammond (87027).,,,
11596,52477,,76,39316,4489,1951-08-25,Royal Artillery.   Lt (Hon Capt) W B Hammond (87027).,,,
11597,52477,,45,43872,433,1966-01-14,"General List.   Capt W B Hammond, TD,(87027).",,,
11598,52824,,3,37433,499,1946-01-17,"Burma.   Maj (temporary) Carly Howard Palmer (71396) Royal Regiment of Artillery (Crowborough), 94/95 Field Battery, 18 Field Regiment, RA.
Citation:   This officer has commanded 94/95 Fd. Bty, RA with outstanding ability and dash throughout the campaign from Dec. 44 to May 45.
     At all times he has shown a complete disregard for his own safety, and his cheerfulness and devotion to duty have been an inspiration to the whole regiment.
     On many occasions he has shot his guns with great effect under shell and small arms fire at almost point blank range.
     At KIME on 27 March when one of his Troop Command Tanks was hit and all the crew wounded he went forward on foot and saw to their safe removal, under small army and A/Tk. fire.   He finally drove the damaged tank back himself to a position under cover in spite of a fire in the turrett, which was causing the amm. to explode.
     He commanded the Regt. during the Irrawaddy crossings of 20 Ind. and 2 Div. in my absence as CCRA's rep.   When the position was heavily shelled on the night of 15 Feb he set a high standard under very difficult conditions showing an example to steadiness in circumstances which necessitated the greatest  care and accuracy owing to the close proximity of our own troops to DF SOS.
Recommended by: Brig. C Goulder, CCRA, 4 Corps,  Maj/Gen IV Corps.",,,
11599,52824,,46,41268,7,1958-01-01,"New Year Honours.   Lt/Col (Temporary) Carly Howard Palmer, MC. (71396), School of Artillery, Royal Regiment of Artillery.
Citation:  I personally visited the team at Fort Bliss in Sep 1956 and saw the Corporal fired by the British Team.
There is no doubt whatever in my mind that the high morale, the excellence of their state of training and the high regard the US Army held for the British team, which was told me by General Gavin when I visited the Pentagon, was a direct result of Lt Col Palmer's personal leadership.
I strongly recommend this officer for the award of the OBE.
Recommended by: Brig. Commandant, School of Artillery, Col. J P MacD Haslam, Chief Instructor in Guided Weapons, School of Artillery, Maj. Gen Director of Artillery, War Office.",,,
11600,52830,,144,38602,2231,1949-05-06,Royal Northumberland Fusiliers.  Lt (now Capt) J E Russell (315357) (now RA).,,,
11601,52830,,44,41222,6537,1957-11-12,Mobile Defence Corps.  Capt (A/Maj) J E Russell (315357).,,,
11602,2564,,,,,,,,,
11603,52788,,5,40960,8,1957-01-01,"Citation.   6398237 WO I Herbert Burden.  31/8/1955 to date.
     WO I Burden has been RSM at the Depot and Training Establishment, Royal Military Police, since 31st August, 1955.   He is in every way the most excellent RSM and carries out his duties in the highest traditions of the British Army.
     His loyalty and devotion to the Army, the Corps and to this Depot always come before his own interests.   He is respected and held in high esteem by officers and men alike, throughout the Corps.   He is a strict disciplinarian but a very fair one.   He is particularly good in his dealings with young soldiers, many of whom have benefited from his advice and experience.   Similarly his advice has helped many warrant officers and sergeants.   His bearing, turn out, conduct and devotion to duty are an outstanding example to all ranks.
     He runs a first class Sgts' Mess in which he has made many improvements and has helped to foster and excellent spirit.   In the same way his management, as president of the Corporals' Club, had produced very fine results.   His liaison with WOs and Sgts of other units is very good and does much to foster good relations between the military police and the rest of the army.
     He is an active committee member of the Depot branch of the RMP Association and as such puts in a lot of extra work.   As a result the branch is very successful and popular and a record number of new members have joined since RSM Burden's arrival.   As a member of the RMP Association committee itself and of the RMP Central benevolent fund his advice and comments are sound and shrewd.
     His enthusiastic support for all unit sporting activities has permeated to all ranks.   His is particularly good as a MC on military boxing occasions.
     In the example he sets, in zeal, enthusiasm and devotion to duty and in the way he conducts himself, this Warrant Officer has bar exceeded the standard normally expected of a regimental sergeant major.
Recommended by: Lt Col D V W Wakely, MC. RMP.  Commandant D & T E,RMP.   Brig R H L Oulton, PM War Officer & Maj Gen C E A Firth Director of Personnel.",,,
11604,51656,,52,42904,898,1963-01-29,"Lt R A J Tyler, MBE. (467327) (30/12/1962)",,,
11605,6050,,6,43010,4819,1963-06-08,"Queen's Birthday Honours.   23244240 Sergeant Richard Herbert Poole, RMP.",,,
11606,6050,,5,43010,4819,1963-06-08,"Awarded MBE as a WOI .   Citation:  During more than eight months in Northern Ireland, Regimental Sergeant-Major Poole set a splendid example to soldiers, police and civilians alike.   On 27th June 1970, he exposed himself to great danger in a clash between rival factions which resulted in the death of several persons.   Unarmed and unprotected except by a steel helmet, which was dented during the action, he made several arrests and assisted in others.
On 28th September 1970, during serious rioting, he saw a vicious crowd attacking two Royal Marines.   One Marine had been kicked and beaten unconscious; the other had his back to a wall fighting to retain his rifle.   Though he risked being shot if they obtained the rifle, RSM Poole ran alone into the mob, dragged them off the Marine with the rifle and, standing astride the unconscious man, held off the attackers with his pistol until help arrived.   There is no doubt that he saved the men from grave injury.
Throughout the period he exerted a steadying effect wherever he appeared and by his bold and courageous action averted clashes on numerous occasions.
 Number shown as 2324440 in MBE.    Later Capt and Maj.   Officer No 488703.  ",,,
11607,52911,,5,41392,3237,1958-05-23,"Captain Peter Stock (408049), The Queens's Own Royal West Kent Regiment,   Seconded to the 2 Malay Regiment. Perak as Adjutant.   Jan 51 - Dec 57.
Citation:  Captain Stock has been on active operations against the Communist Terrorist Organisation in Malay since January 1951.   During this period he has served as Intelligence Officer, Company Second-in-Command and, for the last two years, as Adjutant in the 2nd Battalion The Malay Regiment.   In all those appointments he has shown the same tireless enthusiasm and devotion to duty no matter what problems or difficulties he has had to face.   In a Battalion that is continuously deployed on operations over a wide ared, with the Command Post seldom less than one hundred miles from the main battalion base, he has had to assume responsibilities far above his rank and normal course of duty.   He has cheerfully and enthusiastically accepted those responsibilities and carried out every task in such an exemplary manner that the Battalion has received un-stinted praise from every formation, unit and individual with whom he has had to deal.
     He works tirelessly and for long hours be it for the Battalion, the Garrison, School Cadets, the Volunteer Forces or any other unit or organisation but he still makes time to visit the troops on operations and play a leading part in the operational activities of the Battalion.   His devotion to duty is quite outstanding and beyond all praise.   Due to his tireless efficiency, organisation and control of the main Base he has relieved the Command Post of a great admin load which enables the maximum concentrated effort to be made against Communist Terrorist Organisations in the field, safe in the knowledge that every demand on the main base will be promptly and efficiently at any hour of the day or night.
Recommended by: CO 2 Malay Regiment, Brig. Ipoh, Maj/Gen. GOC Far East Land Forces.
The above can be found in WO 373/135/3 and WO 373/135/219.",,,
11608,52924,,44,43106,6770,1963-09-17,Royal Army Service Corps.   Capt. W d Bradley-Bryan (383890).,,,
11609,52932,,64,38628,2819,1949-06-09,"King's Birthday Honours.   No. 6285442 Colour Sergeant William George Shilling, The Buffs (Royal East Kent Regiment). ",,,
11610,52942,,3,40825,4009,1956-07-10,"Citation.   Malaya.
Lt Peter Hugh Surtees (440174), The Royal Lincolnshire Regiment.  On the 8th May, Lieutenant Surtees set out with his platoon to lay an ambush in the area to the south-west of Penang.   Early on the following morning, after a long and arduous approach march through mountainous country he located a small camp on the side of a steep hill in which he saw that there were five terrorists.   His approach to the camp  was over the mountain behind it enabled the platoon to avoid the terrorists' sentry but Lieutenant Surtees could see that the communist  terrorists were making preparations to leave.   He rapidly made his plan, placing two sections on the flank of the camp an prepared to assault with the remainder.   The re-allocation of weapons and the preliminary moves were skilfully carried out in complete silene   Although the terrorists had a dog with them, they were not alterted.
     Lieutenant Surtees led the assault on the camp with complete disregard for his own safety.   His gallantry and  determination were and inspiration to his men.   The assault was successfully pressed home with the result that one terrorist was killed and two others wounded and captured.   Thus a severe bow was dealt to the terrorist organisation in this part of Negri Sembilan.
     The complete success of this operation, skilfully out over difficult mountainous country was mainly due to the resourcefulness and inspiring leadership of Lieutenant Surtees.",,,
11611,52967,,6,35526,1693,1942-04-14,"Middle East 7/1941 to 10/1941.   No. 2312307 Company Quarter Master Sergeant (acting Warrant Officer Class II (Regimental Quarter Master Sergeant) Malcolm Reat, Royal Corps of Signals (attached Sudan Defence Force) (Stockton on Tees).",,,
11612,51947,,6,42231,8914,1960-12-31,"New Year Honour.   Warrant Officer Class II (acting) Thomas O'Brien, RMP.",,,
11613,52973,,6,42231,8914,1960-12-31,"New Year Honours.   22204445 WO II (acting) Thomas O'Brien, RMP.
Citation not found.",,,
11614,2538,,5,55155,B6,1998-06-15,"Queens Birthday Honours.   Major Patrick Joseph Friend (486787), Royal Army Medical Corps, Territorial Army.",,,
11615,52833,,2,38505,126,1949-01-07,"Clasp: Palestine 27/9/1946 to 26/3/1947.   Royal Lincolnshire Regiment.  Maj. D R F Hart, MC. (75414).
London Gazette 39337, 4934, 21/9/1951: R Lincoln R. for Maj. D R F hart. MC (75414) Read Maj. D R F Houlton-Hart, MC. (75414).",,,
11616,53028,,5,45384,5962,1971-06-12,"Queens Birthday Honours.   19028908 Warrant Officer Class I Thomas Gordon Jones, RMP",,,
11617,53071,,2,37213,4052,1945-08-09,North West Europe.,,,
11618,2244,,144,38424,5330,1948-10-08,"Infantry.   Somerset Light Infantry. Capt. R G Davies, MC. (193370).",,,
11619,2244,,2,38916,2488,1950-05-19,"Malaya 1/7/1949 to 31/12/1949.   Somerset Light Infantry.   Capt. R G Davies, MC. (193370).",,,
11620,7748,,46,,,,"Queens Birthday Honours.  Lieutenant Colonel Joh Brynmor Davies (194591), Royal Army Service Corps.",,,
11621,6052,,,,,,,,,
11622,6052,247 PRO COY,6,45117,6388,1970-06-13,Queens Birthday Honour.   23235757 Staff Sergeant John James Collins. RMP.,,,
11623,53078,,6,45678,6277,1972-06-07,"Queens Birthday Honours.   23212246 Staff Sergeant Peter Hill, RMP.",,,
11624,53087,,6,45384,5980,1971-06-12,Queens Birthday Honours.,,,
11626,53121,,5,47102,6,1976-12-31,New Year Honours.   23496953 Warrant Officer Class I Roger Middleton-Jones. RMP.,,,
11627,53075,,5,46310,6798,1974-06-15,"Queens Birthday Honours.  22880642 Warrant Officer Class I. George Alexander Keith, RMP.",,,
11628,53142,,5,47723,6,1978-12-30,"New Year Honours.   23525487 WO.I. David Mortimer House, RMP.",,,
11629,53165,,44,47036,13768,1976-10-12,Lt. G C Finlay (477693). RCT.   Later RMP.,,,
11630,53053,,94,48540,3082,1981-03-03,Capl. R N Abernethy (496041). RMP.,,,
11631,2518,,52,49434,10176,1983-08-02,RMP.  Capt. (now Maj. (QM)) T Pemberton (498508).,,,
11632,53200,,94,47193,4887,1977-04-12,RRF.   Maj. M J Hyslop (479544).,,,
11633,53200,,5,47723,6,1978-12-30,"New Year Honours.   Captain (Acting Major) Michael James Hyslop. TD. (479544).   Royal Regiment of Fusiliers.   Awarded whilst employed as GS0 2 TAVR Training HQ North East District, York.   July 75 to date.
Citation:   Major Hyslop, a Volunteer Officer, has served as GS)"" (TAVR) Trg at HQ North East District for the past three years.
     A newly promoted Major with no previous staff experience he early on impressed with this keenness and enthusiasm for the job.   This in strict terms entailed co-ordination of, and advice on, TAVR trg with the Regular G Trg Staff and filling appointments on exercises.   With an enormous capacity for work and his great dedication he quickly assumed greater and greater responsibilities.   not content with waiting for staff tasks he has been instrumental in starting many new projects for TAVE trg.   Notably among these he personally organised and ran a comprehensive series of weekend coursed for the TAVR covering a variety of subjects not covered by Army courses for the TAVR covering a variety of subjects not covered by Army Schools and difficult to teach in units.   This entailed much forward planning and liaison with regular establishments for instructors and equipment.   In the last year these courses catered for over six hundred students.   In addition he organised and ran two highly successful helicopter training weekends each catering for over five hundred men from a variety of units.
     This successful work demanded a great deal of effort and expertise far beyond what one would normally expect from an officer of his military experience and age.   it has greatly lightened the workload on a busy G Trg staff and indeed without his endeavours and driving force much of what he has achieved might not have taken place.
     In addition to this he assists in the organisation and running of District major training events and exercises all of which demand a great deal of extra time and effort.
     This is from a Volunteer Officer, newly promoted to a responsible job with the Tees and Hartlepool Port Authority, entirely in his spare time.   He has devoted upwards of one hundred training days to this service  in the past year.
     His tremendous enthusiasm, great organising ability and sheer hard work has made his name a byword and an inspiration throughout the District and his conduct and zeal are in the highest traditions of the volunteer spirit.
Recommended by:Lt. Col. GSO1 Trg. HQ North East District.   Maj. Gen. GOC North East District.   Gen. C in C UKLF.",,,
11634,53050,,94,49755,7756,1984-06-05,RMP.  Maj D J Burn (494795).,,,
11635,53037,,94,49755,7756,1984-06-05,RMP.  Capt. A T Gilling (493893).,,,
11636,53205,,6,49768,B20,1984-06-16,"Queens Birthday Honours.  24041150 Staff Sergeant (now Warrant Officer Class 2) John Hendry O'Brien Collins Dougall.  SIB/RMP Belize.   July - Nov 1983.
Citation:   Since July 1983 Staff Sergeant Dougall has been the sole representative of the Special Investigation Branch in Belize.   he has been responsible for the investigation of all crimes and serious incidents within British Forces Belize.   In carrying out his duties he has been faced with unusual difficulties.   Belize is an operational theatre in which British Forces are dispersed over wide areas of inhospitable terrain with very poor communications.   The climate is oppressive and working conditions primitive.   In particular, the overall attitudes of the native population and the sensitivities of a suspicious and autocratic Police Force are major obstacles to effective military police work.
     In the face of these problems Staff Sergeant Dougall's achievements and the long hours he has worked are remarkable.   Undeterred by the difficulties he has displayed unusual zeal and professional skill to complete a series of complex investigations.   his results, in the form of clear and accurate reports, have proved invaluable and have made a significant contribution to the effective policing of the Forces in Belize.
     In particular he has masterminded one very large and sensitive investigation for which the whole RMP Detachment had to be mobilised.   he produced a most detailed guide to assist the young RMP Corporals.   This ensured that the truth was not hidden, and that a balanced statement was produced for each interviewee.   This investigation, due to operational demands, was completed within a matter of days.   He then, single handed, processed 250 statements to produce a clear presentation of the facts.
     His calm efficiency, his dry humor and the balanced maturity that he shows in his approach to disciplinary problems are unusual in a man of his rank and experience.   That many of his investigations have been carried out amongst  an unscrupulous civil community, with the attendant physical risks and temptations is a tribute to his dedication, integrity and moral courage.   As a result the reputation of the Royal Military Police amongst both the local population and British Forces Belize has never been higher.   This outstanding performance of Staff Sergeant Dougall is worthy of formal recognition.
recommended by: Maj. Deputy Chief of Staff, Belize.   Commander Belize.  Chief of Staff, UKLF.   Gen, C in C, UKLF.",,,
11637,53206,,6,49768,B20,1984-06-16,Queens Birthday Honours.   23385581 Staff Sergeant James Harold Ramsey.   RMP.,,,
11638,53063,,5,49898,13691,1984-10-16,"Distinguished service in Northern Ireland.   Major Leonard Murray (476100), RMP.",,,
11639,53218,,2,49898,13962,1984-10-16,"Northern Ireland.   24116019 Sergeant Edwin Vivian Allen, RMP.",,,
